FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
400011518,FS-6802454,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,16.0,04,EKW4,MARVIN,,,,,,2017,7/10/2017 0:00,191,1730.0,0.1,A,37.40805556,-113.275,USFS,UT,053,49053,Washington County
400011519,FS-6802386,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,9.0,03,K3FN,DANISH RANCH,,,,,,2017,6/28/2017 0:00,179,1808.0,0.1,A,37.26472222,-113.4163889,USFS,UT,053,49053,Washington County
400011520,FS-6802522,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,22.0,08,EKW4,FIRST WATER,,,,,,2017,7/19/2017 0:00,200,1238.0,0.1,A,37.41027778,-113.4333333,USFS,UT,053,49053,Washington County
400011521,FS-6812840,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,30.0,09,EKW4,COVE HOLLOW,,,,,,2017,8/23/2017 0:00,235,1259.0,0.1,A,37.62111111,-113.5402778,USFS,UT,021,49021,Iron County
400011522,FS-6802512,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,20.0,07,EKW4,PINTO PEAK,,,,,,2017,7/16/2017 0:00,197,1633.0,0.25,A,37.52083333,-113.4952778,USFS,UT,053,49053,Washington County
400011523,FS-6833433,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,38.0,11,LF76,DRY FORK,,,,,,2017,10/23/2017 0:00,296,1747.0,0.25,A,37.37583333,-113.4663889,USFS,UT,053,49053,Washington County
400011524,FS-6802432,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,12.0,02,EKW4,HORSE,,,,,,2017,7/8/2017 0:00,189,1713.0,0.25,A,37.62027778,-111.7722222,USFS,UT,017,49017,Garfield County
400011525,FS-6802460,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,18.0,05,EKW4,ROCK CANYON,,,,,,2017,7/13/2017 0:00,194,1754.0,0.1,A,37.64666667,-113.8666667,USFS,UT,021,49021,Iron County
400011526,FS-6814847,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,31.0,10,EKW4,ROCK HOLE WASH,,,,,,2017,9/5/2017 0:00,248,1830.0,0.1,A,37.61111111,-113.9761111,USFS,UT,021,49021,Iron County
400011527,FS-6802461,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,19.0,06,EKW4,PINION POINT,,,,,,2017,7/13/2017 0:00,194,1907.0,0.1,A,37.64305556,-113.8358333,USFS,UT,021,49021,Iron County
400011528,FS-6802436,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,14.0,04,EKW4,MOON,,,,,,2017,7/8/2017 0:00,189,2152.0,0.1,A,37.74194444,-112.0516667,USFS,UT,017,49017,Garfield County
400011529,FS-6802456,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,17.0,05,EKW4,BOX,,,,,,2017,7/10/2017 0:00,191,1926.0,0.1,A,37.87222222,-111.625,USFS,UT,017,49017,Garfield County
400011530,FS-6807676,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,29.0,06,EKW4,KINGS,,,,,,2017,8/21/2017 0:00,233,2038.0,0.1,A,37.91666667,-111.5247222,USFS,UT,017,49017,Garfield County
400011531,FS-6798529,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,6.0,17262,EKW5,FOOL CREEK RIDGE,,,,,,2017,7/8/2017 0:00,189,1914.0,2.0,B,39.4575,-112.2302778,USFS,UT,027,49027,Millard County
400011532,FS-6815708,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,19.0,017462,K909,PISTOL ROCK,,,,,,2017,8/21/2017 0:00,233,1000.0,0.1,A,38.91972222,-112.2125,USFS,UT,027,49027,Millard County
400011533,FS-6815904,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,27.0,17523,EKW5,SCORUPS MEADOW,,,,,,2017,9/7/2017 0:00,250,1958.0,0.1,A,38.84611111,-111.8308333,USFS,UT,041,49041,Sevier County
400011534,FS-6815729,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,13.0,17405,EKW5,DOG VALLEY,,,,,,2017,8/4/2017 0:00,216,1914.0,0.5,B,38.68138889,-112.5575,USFS,UT,027,49027,Millard County
400011535,FS-6815727,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,18.0,017458,EKW5,FIRST CREEK,,,,,,2017,8/20/2017 0:00,232,1718.0,0.1,A,38.75,-112.4211111,USFS,UT,027,49027,Millard County
400011536,FS-6815746,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,11.0,017387,EKW5,COTTONWOOD,,,,,,2017,7/31/2017 0:00,212,1743.0,2.0,B,38.82222222,-112.3088889,USFS,UT,027,49027,Millard County
400011537,FS-6815750,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,15.0,017448,EKW5,NORTH FORK,,,,,,2017,8/18/2017 0:00,230,2200.0,0.1,A,38.50083333,-112.0194444,USFS,UT,041,49041,Sevier County
400011538,FS-6815769,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,17.0,017452,EKW5,M1LAW,,,,,,2017,8/19/2017 0:00,231,2155.0,0.1,A,38.75833333,-111.445,USFS,UT,041,49041,Sevier County
400011539,FS-6815748,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,22.0,017475,EKW5,TERRACE,,,,,,2017,8/22/2017 0:00,234,2127.0,0.25,A,38.78305556,-112.3727778,USFS,UT,027,49027,Millard County
400011540,FS-6815862,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,24.0,17506,EKW5,DRY WASH,,,,,,2017,8/30/2017 0:00,242,1827.0,0.1,A,38.74777778,-112.4677778,USFS,UT,027,49027,Millard County
400011541,FS-6815796,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,21.0,017474,EKW5,LITTLE TABLE,,,,,,2017,8/22/2017 0:00,234,2103.0,0.1,A,38.40111111,-112.1222222,USFS,UT,031,49031,Piute County
400011542,FS-6815715,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,26.0,17521,EKW5,MOUTH,,,,,,2017,9/7/2017 0:00,250,1834.0,0.2,A,38.77333333,-112.4075,USFS,UT,027,49027,Millard County
400011543,FS-6816881,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,30.0,17546,EKW5,ROCK CREEK,,,,,,2017,9/14/2017 0:00,257,1842.0,0.1,A,38.1725,-111.35,USFS,UT,055,49055,Wayne County
400011544,FS-6828357,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,31.0,17551,EKW5,JORGENSON FLAT,,,,,,2017,9/17/2017 0:00,260,1300.0,0.1,A,38.12472222,-111.2455556,USFS,UT,017,49017,Garfield County
400011545,FS-6828428,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,29.0,17536,EKW5,CEDAR RIDGE,,,,,,2017,9/13/2017 0:00,256,1107.0,0.1,A,38.95833333,-112.1258333,USFS,UT,027,49027,Millard County
400011546,FS-6843026,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,408,Fishlake National Forest,33.0,17600,LH2W,LAKE,,,,,,2017,11/28/2017 0:00,332,1734.0,0.25,A,38.52111111,-111.5272222,USFS,UT,041,49041,Sevier County
400011547,FS-6810713,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,13.0,7172,K5GN,WAGON,,,,,,2017,7/11/2017 0:00,192,2310.0,0.1,A,39.26277778,-111.3611111,USFS,UT,039,49039,Sanpete County
400011548,FS-6798332,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,12.0,7163,EKW6,SNAG,,,,,,2017,7/10/2017 0:00,191,808.0,0.1,A,37.73055556,-109.7680556,USFS,UT,037,49037,San Juan County
400011549,FS-6827449,FED,FS-FIRESTAT,FS,USUTMLF,Manti-Lasal National Forest,410,Manti-Lasal National Forest,35.0,7390,EKW6,NORTH FORK,,,,,,2017,9/13/2017 0:00,256,1412.0,0.1,A,37.66361111,-109.6808333,USFS,UT,037,49037,San Juan County
400011617,FS-6812857,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,414,Sawtooth National Forest,27.0,027,EK1M,1 MILE,,,,,,2017,9/5/2017 0:00,248,1500.0,0.1,A,41.93833333,-113.4758333,USFS,UT,003,49003,Box Elder County
400011621,FS-6798894,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,414,Sawtooth National Forest,6.0,006,K41L,LIMEKILN CANYON,,,,,,2017,7/9/2017 0:00,190,1710.0,0.1,A,41.97027778,-113.5016667,USFS,UT,003,49003,Box Elder County
400011655,FS-6796022,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,21.0,,K51Q,LITTLE MILL,,,,,,2017,7/18/2017 0:00,199,1600.0,0.1,A,40.44916667,-111.67,USFS,UT,049,49049,Utah County
400011656,FS-6789563,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,1.0,UT-UWF-099,KZG8,LOST CREEK,,,,,,2017,4/7/2017 0:00,97,2000.0,0.1,A,40.98,-110.2866667,USFS,UT,043,49043,Summit County
400011657,FS-6809606,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,17.0,,K5VC,SOAPSTONE SUMMER,,,,,,2017,7/16/2017 0:00,197,1852.0,0.01,A,40.57722222,-111.0544444,USFS,UT,051,49051,Wasatch County
400011658,FS-6789613,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,11.0,UT-UWF-361,K3BL,DRY CANYON,,,,,,2017,6/28/2017 0:00,179,59.0,0.1,A,40.35305556,-111.6922222,USFS,UT,049,49049,Utah County
400011659,FS-6804396,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,15.0,,EL6S,NEFFS,,,,,,2017,7/8/2017 0:00,189,2346.0,0.1,A,40.66333333,-111.7477778,USFS,UT,035,49035,Salt Lake County
400011660,FS-6806300,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,27.0,27,EL6S,SLIDE,,,,,,2017,8/6/2017 0:00,218,2226.0,0.1,A,40.24611111,-111.6169444,USFS,UT,049,49049,Utah County
400011661,FS-6837369,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,45.0,,LF6E,TROUT CREEK,2017_7194305_TROUT CREEK,,,,,2017,10/22/2017 0:00,295,1622.0,303.0,E,40.23722222,-111.1366667,USFS,UT,051,49051,Wasatch County
400011662,FS-6821865,FED,FS-FIRESTAT,FS,USUTUWF,Uinta-Wasatch-Cache National Forest,419,Uinta/Wasatch-Cache National Forest,40.0,,LDD2,WILLOW CREEK,,,,,,2017,9/17/2017 0:00,260,1512.0,0.1,A,40.31361111,-111.1880556,USFS,UT,051,49051,Wasatch County
400014044,W-690731,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,21.0,,J6XZ,LONE MOUNTAIN,,,,,,2016,3/14/2016 0:00,74,900.0,0.1,A,37.22419,-109.20581,BIA,UT,,,
400014485,W-692915,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,124.0,,KC7C,SWEAT LODGE,,,,,,2016,6/29/2016 0:00,181,1700.0,4.0,B,37.33383,-109.16249,BIA,UT,,,
400014511,W-694109,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,155.0,,KGL5,GRAY RIDGE,,,,,,2016,7/17/2016 0:00,199,100.0,3.0,B,36.28899,-109.31471,BIA,UT,,,
400014531,W-695369,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,178.0,,KKM8,CAJON MESA,,,,,,2016,8/2/2016 0:00,215,1954.0,17.5,C,37.33724,-109.22188,BIA,UT,,,
400014536,W-697388,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,193.0,,KPT0,MCCRACKEN MESA,,,,,,2016,9/5/2016 0:00,249,1442.0,0.1,A,37.35766,-109.345856,BIA,UT,,,
400014607,W-706504,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,72.0,,K1LX,MCELMO,,,,,,2017,6/5/2017 0:00,156,1037.0,0.1,A,37.26511,-109.050787,BIA,UT,,,
400014611,W-706447,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,79.0,,K1XE,4 CORNERS,,,,,,2017,6/10/2017 0:00,161,130.0,0.1,A,36.95105,-109.07066,BIA,UT,,,
400014612,W-706442,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,80.0,,K1XF,MONUMENT,,,,,,2017,6/10/2017 0:00,161,830.0,0.1,A,36.98988,-109.0461,BIA,UT,,,
400014669,W-708409,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,142.0,,K32F,NE MONTEZUMA CR,,,,,,2017,7/2/2017 0:00,183,1312.0,10.0,C,37.3483,-109.21466,BIA,UT,,,
400014686,W-708575,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,160.0,,K442,MONTEZUMA CREEK,,,,,,2017,7/10/2017 0:00,191,1254.0,0.1,A,37.2636,-109.30474,BIA,UT,,,
400014687,W-708577,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,161.0,,K48Q,HATCH TRADING,,,,,,2017,7/10/2017 0:00,191,2048.0,20.0,C,37.2758,-109.1472,BIA,UT,,,
400014694,W-708742,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,169.0,,K5G6,MONTEZUMA CREEK 2,,,,,,2017,7/13/2017 0:00,194,1307.0,3.0,B,37.27708,-109.31893,BIA,UT,,,
400014719,W-711608,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,211.0,,LDB1,NAVAJO MTN 1,2017_7350063_NAVAJO MTN 1,,,,,2017,9/16/2017 0:00,259,937.0,750.0,E,37.02433,-110.88393,BIA,UT,,,
400016810,W-716217,FED,DOI-WFMI,NPS,USCOBCP,Black Canyon of the Gunnison National Park,COBCP,BLACK CANYON OF THE GUNNISON NM,4.0,,D7NK,CANYON COUNTRY SEVERITY,,,,,,2017,8/2/2017 0:00,214,600.0,0.1,A,38.5553,-109.5246,OTHER FEDERAL,UT,,,
400017174,W-700483,FED,DOI-WFMI,NPS,USCODSP,Dinosaur National Monument,CODSP,DINOSAUR NATIONAL MONUMENT,41.0,,KN8C,GREEN RIVER,,,,,,2016,9/1/2016 0:00,245,1700.0,186.0,D,40.4122,-109.2506,NPS,UT,,,
400017185,W-710587,FED,DOI-WFMI,NPS,USCODSP,Dinosaur National Monument,CODSP,DINOSAUR NATIONAL MONUMENT,22.0,,K317,ESCALANTE,,,,,,2017,7/4/2017 0:00,185,845.0,14.0,C,40.36472,-109.41611,PRIVATE,UT,,,
400017574,W-700146,FED,DOI-WFMI,NPS,USCOMVP,Mesa Verde National Park,COMVP,MESA VERDE NATIONAL PARK,6333.0,,KPH6,SQUARE TOWER,,,,,,2016,9/3/2016 0:00,247,1445.0,0.1,A,37.3839,-109.0703,NPS,UT,,,
400028339,W-701453,FED,DOI-WFMI,NPS,USUTARP,Arches National Park,UTARP,ARCHES NATIONAL PARK,6395.0,,KSX1,LOST SPRING,,,,,,2016,10/24/2016 0:00,298,1705.0,13.4,C,38.7836,-109.5172,NPS,UT,,,
400028340,W-698014,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,1.0,,KR47,BACK ROADS,,,,,,2016,6/9/2016 0:00,161,2300.0,0.1,A,37.626264,-112.167542,NPS,UT,,,
400028341,W-698005,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,2.0,,KAU4,TROPIC ASSIST 01,,,,,,2016,6/14/2016 0:00,166,1800.0,0.5,B,37.6117,-112.1158,PRIVATE,UT,,,
400028342,W-698018,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,4.0,,KFU9,DORM,,,,,,2016,7/14/2016 0:00,196,430.0,0.1,A,37.6325,-112.165,NPS,UT,,,
400028343,W-698008,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,5.0,,KH10,SUNSET,,,,,,2016,7/18/2016 0:00,200,2000.0,0.1,A,37.6222,-112.1753,NPS,UT,,,
400028344,W-704467,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,194.0,,PK12,MOSSY CAVE,,,,,,2017,6/12/2017 0:00,163,1300.0,3.1,B,37.66303,-112.10233,NPS,UT,,,
400028345,W-707367,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,368.0,,K4SH,SHEEP CREEK,,,,,,2017,7/17/2017 0:00,198,1430.0,27.9,C,37.56487,-112.15097,NPS,UT,,,
400028346,W-707571,FED,DOI-WFMI,NPS,USUTBRP,Bryce Canyon National Park,UTBRP,BRYCE CANYON NATIONAL PARK,468.0,,K51W,AGUABRIDGE,,,,,,2017,7/18/2017 0:00,199,1425.0,0.1,A,37.52832,-112.23993,NPS,UT,,,
400028347,W-701460,FED,DOI-WFMI,NPS,USUTCAP,Canyonlands National Park,UTCAP,CANYONLANDS NATIONAL PARK,6066.0,,J97E,PEEKABOO,,,,,,2016,6/10/2016 0:00,162,1553.0,23.0,C,38.0708,-109.77,NPS,UT,,,
400028348,W-701459,FED,DOI-WFMI,NPS,USUTCAP,Canyonlands National Park,UTCAP,CANYONLANDS NATIONAL PARK,6279.0,,KLW3,VISITOR,,,,,,2016,8/10/2016 0:00,223,1555.0,0.1,A,38.4597,-109.8258,NPS,UT,,,
400028349,W-714236,FED,DOI-WFMI,NPS,USUTCAP,Canyonlands National Park,UTCAP,CANYONLANDS NATIONAL PARK,7067.0,,K08H,STOVE CAMP,,,,,,2017,5/29/2017 0:00,149,749.0,0.1,A,38.2342,-109.8922,NPS,UT,,,
400028350,W-714233,FED,DOI-WFMI,NPS,USUTCAP,Canyonlands National Park,UTCAP,CANYONLANDS NATIONAL PARK,7238.0,,K7L5,ROUGH CANYON,,,,,,2017,7/21/2017 0:00,202,1712.0,0.1,A,38.4772,-109.8328,NPS,UT,,,
400028351,W-691787,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,117.0,,J87J,MOCCASIN,,,,,,2016,5/17/2016 0:00,138,1606.0,0.1,A,37.0083,-112.7683,BLM,UT,Kane,49025,Kane County
400028352,W-691926,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,120.0,,J89R,TOBIN,,,,,,2016,5/19/2016 0:00,140,1722.0,0.1,A,37.3394,-113.7542,BLM,UT,Washington,49053,Washington County
400028353,W-694148,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,126.0,,J9C0,HARRIS,,,,,,2016,5/22/2016 0:00,143,1501.0,3.5,B,37.0742,-112.7339,BLM,UT,Kane,49025,Kane County
400028354,W-694150,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,142.0,,J9NH,THOMPSON RIDGE,,,,,,2016,5/30/2016 0:00,151,1216.0,0.1,A,37.3058,-112.3947,BLM,UT,Kane,49025,Kane County
400028355,W-694153,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,144.0,,J9NT,FORD PASTURE,,,,,,2016,5/30/2016 0:00,151,1745.0,0.1,A,37.2939,-112.4172,BLM,UT,Kane,49025,Kane County
400028356,W-691928,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,157.0,,J9WR,ENOCH ASSIST 01,,,,,,2016,6/5/2016 0:00,157,1358.0,1.3,B,37.75,-113.0664,PRIVATE,UT,Iron,49021,Iron County
400028357,W-691931,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,163.0,,J9YV,ENOCH ASSIST 02,,,,,,2016,6/6/2016 0:00,158,1522.0,0.1,A,37.7725,-113.0239,PRIVATE,UT,Iron,49021,Iron County
400028358,W-694154,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,164.0,,J9ZJ,PUMP,,,,,,2016,6/6/2016 0:00,158,1543.0,1.0,B,37.1467,-112.5783,BLM,UT,Kane,49025,Kane County
400028359,W-692902,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,168.0,,J9ZL,POWER POLE 11,,,,,,2016,6/6/2016 0:00,158,1941.0,1.0,B,37.5608,-113.1886,PRIVATE,UT,Iron,49021,Iron County
400028360,W-696588,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,176.0,,J93L,PINTURA,,,,,,2016,6/8/2016 0:00,160,1703.0,11.6,C,37.34,-113.2742,PRIVATE,UT,Washington,49053,Washington County
400028361,W-692728,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,181.0,,J957,TURKEY FARM ROAD,,,,,,2016,6/10/2016 0:00,162,225.0,13.0,C,37.1511,-113.5664,BLM,UT,Washington,49053,Washington County
400028362,W-697126,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,183.0,,J96Z,CEDAR CITY ASSIST 01,,,,,,2016,6/10/2016 0:00,162,1249.0,2.0,B,37.7083,-113.1136,PRIVATE,UT,Iron,49021,Iron County
400028363,W-692896,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,192.0,,J99C,SHED,,,,,,2016,6/11/2016 0:00,163,1530.0,0.1,A,37.0417,-112.4075,BLM,UT,Kane,49025,Kane County
400028364,W-692713,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,194.0,,J99E,COTTONWOOD,,,,,,2016,6/11/2016 0:00,163,1602.0,0.5,B,37.0419,-112.6089,BLM,UT,Kane,49025,Kane County
400028365,W-692899,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,198.0,,J993,SEVEYS WELL,,,,,,2016,6/11/2016 0:00,163,2103.0,0.1,A,38.3667,-113.2906,BLM,UT,Beaver,49001,Beaver County
400028366,W-692709,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,206.0,,KA77,DUTTON,,,,,,2016,6/13/2016 0:00,165,634.0,0.1,A,37.0925,-113.0611,BLM,UT,Washington,49053,Washington County
400028367,W-692505,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,209.0,,KA76,KOKOPELLI,,,,,,2016,6/13/2016 0:00,165,720.0,0.1,A,37.0925,-113.2086,BLM,UT,Washington,49053,Washington County
400028368,W-697578,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,212.0,,KAH4,GOOSEBERRY,,,,,,2016,6/13/2016 0:00,165,749.0,2.0,B,37.1408,-113.2086,STATE,UT,Washington,49053,Washington County
400028369,W-698003,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,217.0,,KAH7,ANTELOPE,,,,,,2016,6/13/2016 0:00,165,923.0,0.1,A,37.7139,-113.2497,BLM,UT,Iron,49021,Iron County
400028371,W-692710,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,220.0,,KAJ5,CHANCE,,,,,,2016,6/13/2016 0:00,165,1113.0,0.1,A,38.3489,-112.6294,BLM,UT,Beaver,49001,Beaver County
400028372,W-692895,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,225.0,,KAP0,WASH,,,,,,2016,6/13/2016 0:00,165,1737.0,0.1,A,37.2608,-113.3664,BLM,UT,Washington,49053,Washington County
400028373,W-692894,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,226.0,,KAN1,MESA,,,,,,2016,6/13/2016 0:00,165,1743.0,0.1,A,37.1097,-113.1589,BLM,UT,Washington,49053,Washington County
400028374,W-694513,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,232.0,,KAS7,CORRAL,,,,,,2016,6/14/2016 0:00,166,1258.0,1.4,B,37.4386,-112.8831,PRIVATE,UT,Kane,49025,Kane County
400028375,W-698048,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,233.0,,KAR9,BROOMTAIL,,,,,,2016,6/14/2016 0:00,166,1432.0,0.1,A,37.6756,-113.1831,PRIVATE,UT,Iron,49021,Iron County
400028380,W-698541,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,255.0,,KA6X,HAMBLIN,,,,,,2016,6/19/2016 0:00,171,1522.0,1.5,B,38.0614,-114.0047,PRIVATE,UT,Iron,49021,Iron County
